Flag,FlagCountry,Name,Draft,Beam,Length,Type,Origin,Destination,EstimatedDayArrival,ShippingCompany
DZ,Algèria,DJANET,9.5,24.29,171.9,Portacontenidors,Marseille,Valencia,226,TRANSPORTES CONSIGNACION MARITIMAS SA
DZ,Algèria,CIRTA,9.5,24.29,171.9,Portacontenidors,Marseille,Valencia,248,TRANSPORTES CONSIGNACION MARITIMAS SA
DZ,Algèria,DJANET,9.5,24.29,171.9,Portacontenidors,Marseille,Bejaia (ex Bougie),263,TRANSPORTES CONSIGNACION MARITIMAS SA
DZ,Algèria,TAMANRASSET,9.5,28.1,169.95,Portacontenidors,Valencia,Marina di Carrara,274,TRANSPORTES CONSIGNACION MARITIMAS SA
DZ,Algèria,DJANET,9.5,24.29,171.9,Portacontenidors,Marseille,Valencia,290,TRANSPORTES CONSIGNACION MARITIMAS SA
DZ,Algèria,DJANET,9.5,24.29,171.9,Portacontenidors,Marseille,Valencia,310,TRANSPORTES CONSIGNACION MARITIMAS SA
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,11,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190.5,Transbordadors,Palma de Mallorca,Palma de Mallorca,13,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,26,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,29,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,34,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,78,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,89,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,94,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,95,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,96,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,97,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,98,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,99,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,101,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,102,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,103,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,104,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,105,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,106,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,108,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,109,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,110,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,111,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,112,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,113,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Alcudia,115,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,116,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Alcudia,117,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Alcudia,118,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,119,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Ibiza,127,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Ibiza,128,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Ibiza,Alcudia,129,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,130,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,131,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,133,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Ibiza,Alcudia,136,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,139,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,140,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Ibiza,141,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Ibiza,141,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,144,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,147,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Ibiza,155,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,158,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,159,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,160,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,161,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,162,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Alcudia,164,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,165,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,166,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,167,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,168,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,169,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,170,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,171,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,172,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,173,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,174,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,175,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,176,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,177,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,189,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,202,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,203,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,209,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,210,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Alcudia,214,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,216,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,217,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Alcudia,221,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,222,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,223,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,224,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,230,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,231,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,238,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,243,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,244,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Palma de Mallorca,245,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,259,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Marseillan                         ,260,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Marseille,Palma de Mallorca,298,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Palma de Mallorca,Palma de Mallorca,300,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,326,BALEARIA EUROLINEAS MARITIMAS SA 
ES,Espanya,ABEL MATUTES,6.3,26,190,Transbordadors,Alcudia,Alcudia,335,BALEARIA EUROLINEAS MARITIMAS SA 
